index,gendered,inclusive_form
1424,Der Parteivorsitz kündigte eine umfassende Reformpolitik an.,"Die Person, die den Vorsitz der Partei innehat, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat eine umfassende Reformpolitik angekündigt. Diese Reformpolitik soll verschiedene Aspekte der Gesellschaft ansprechen und berücksichtigen, dass die Meinungen und Bedürfnisse aller Geschlechtsidentitäten, Geschlechter und sexuellen Orientierungen in den politischen Entscheidungsprozess einfließen."
1259,"Dier Nächste in der Schlange wurde gebeten, die Leitung des Meetings zu übernehmen, als dier Vorsitzende unerwartet abwesend war.","Die Person, die als Nächste in der Schlange steht, wurde gebeten, die Leitung des Meetings zu übernehmen, als die Person, die den Vorsitz innehatte, unerwartet abwesend war. Diese Einladung zur Übernahme der Verantwortung galt unabhängig von der Geschlechtsidentität, mit der sich diese Person identifiziert, sei es als Frau, Mann oder als jemand, der sich außerhalb dieser traditionellen Kategorien bewegt."
743,Dier Historiker:in erforschte die Geschichte des Mittelalters.,"Die Person, die als Historiker oder Historikerin tätig ist und sich mit der Erforschung der Geschichte des Mittelalters beschäftigt, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat spannende Erkenntnisse über diese faszinierende Epoche gewonnen. Diese Person befasst sich eingehend mit verschiedenen Aspekten des Mittelalters und trägt zur Erweiterung unseres Verständnisses dieser Zeit bei, indem sie unterschiedliche Perspektiven und Quellen berücksichtigt."
1760,Dier Teilnehmer_in hat während des Kurses große Fortschritte gemacht.,"Die Person, die an diesem Kurs teilnimmt, unabhängig davon, ob sie sich als Teilnehmer, Teilnehmerin oder mit einer anderen Geschlechtsidentität identifiziert, hat während des Kurses große Fortschritte gemacht."
213,Heute ist Mpho als Begleiter/in eingetragen. Dey hat mehrere Jahre im Kindergarten gearbeitet.,"Heute ist Mpho, der oder die als Begleiter:in eingetragen ist, in der Verantwortung. Mpho hat mehrere Jahre Erfahrung in der Arbeit im Kindergarten gesammelt. Diese Person, die sich möglicherweise als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, hat wertvolle Zeit in der frühkindlichen Bildung investiert."
1701,Dier Sozialmediziner*in analysierte die gesundheitlichen Auswirkungen sozialer Ungleichheiten.,"'Die Person, die im Bereich der Sozialmedizin tätig ist und sich mit der Analyse der gesundheitlichen Auswirkungen sozialer Ungleichheiten beschäftigt, unabhängig davon, ob sie sich als Sozialmediziner, Sozialmedizinerin oder mit einer anderen Geschlechtsidentität identifiziert, hat die Aufgabe übernommen, diese gesundheitlichen Zusammenhänge zu untersuchen und zu beleuchten.'"
819,"Der Immobilienfachkraft half, das perfekte Haus zu finden.","Die Person, die im Bereich Immobilien tätig ist und sich als Immobilienfachkraft identifiziert, erhielt Unterstützung dabei, das perfekte Haus zu finden, unabhängig davon, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität versteht."
1327,Die (mit uns) kooperierende Organisation unterstützt uns bei internationalen Projekten.,"Die Organisation, die mit uns zusammenarbeitet und mit uns kooperiert, unterstützt uns bei internationalen Projekten. Diese Organisation könnte von Menschen geleitet oder besetzt sein, die sich als Frauen, Männer oder Personen mit verschiedenen Geschlechtsidentitäten identifizieren. Unabhängig von der Geschlechtsidentität der Einzelpersonen in dieser Organisation, engagiert sie sich aktiv und nachhaltig für unsere gemeinsamen Vorhaben auf internationaler Ebene."
1795,"Dier TüftlerIn verbrachte Stunden in deren Werkstatt, um das neue Gerät zu perfektionieren.","Die Person, die sich als Tüftlerin, Tüftler oder mit einer anderen Geschlechtsidentität identifiziert, verbrachte viele Stunden in der Werkstatt, um das neue Gerät zu perfektionieren. Dabei spielte es keine Rolle, ob diese Person sich in einer der traditionellen Geschlechtskategorien einordnen lässt oder ob sie eine andere, individuelle Geschlechtsidentität hat; wichtig war nur das Engagement und die Leidenschaft, die in die Verbesserung des Geräts gesteckt wurden."
303,Die Mitglieder des Betriebsrates stimmten über die neuen Arbeitsbedingungen ab.,"Die Personen, die Mitglied des Betriebsrates sind und sich in unterschiedlicher Weise als Frauen, Männer sowie Personen mit anderen Geschlechtsidentitäten definieren, stimmten in einer Versammlung über die neuen Arbeitsbedingungen ab. Diese individuellen Stimmen und Perspektiven repräsentieren die Vielfalt der Geschlechtsidentitäten und tragen somit zu einer umfassenden Meinungsbildung bei."
817,"Dier ImmobilieneigentümerIn beschloss, deren Anwesen zu verkaufen.","Die Person, die Eigentümer:in der Immobilie ist, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, hat beschlossen, ihr Anwesen zu verkaufen."
822,"Die InhaberInnen der Firma entschieden sich, das Geschäft zu erweitern.","Die Personen, die das Unternehmen besitzen und leiten, unabhängig davon, ob sie sich als Männer, Frauen oder mit einer anderen Geschlechtsidentität identifizieren, haben beschlossen, das Geschäft zu erweitern."
1846,"Die Polizei nahm dier VerbrecherIn fest, dier für eine Reihe von Einbrüchen in der Nachbarschaft verantwortlich war.","Die Polizei nahm die Person, die im Verdacht steht, für eine Reihe von Einbrüchen in der Nachbarschaft verantwortlich zu sein, fest. Diese Person kann sich als Mann, Frau oder einer anderen Geschlechtsidentität zugehörig fühlen und wird in ihrer Vielfalt respektiert."
1152,Elternmilch ist die beste Nahrung für Neugeborene.,"Elternmilch wird als die bestmögliche Nahrung für Neugeborene angesehen, unabhängig davon, ob die gebärende Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert. Es ist wichtig zu betonen, dass jeder Mensch, der ein Kind geboren hat, allen Geschlechtsidentitäten angehörend, durch das Stillen oder Abpumpen von Milch dazu beiträgt, die bestmögliche Ernährung für ihr Neugeborenes zu gewährleisten."
473,Als Erwachsene:r hat man viele Verantwortungen zu tragen.,"Als Person, die das Erwachsenenalter erreicht hat, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, trägt man viele Verantwortungen, die mit dem Eintritt in das Erwachsenenleben verbunden sind. Diese Verantwortungen können vielfältig sein und betreffen sowohl persönliche als auch gesellschaftliche Aspekte, sodass jede Person, unabhängig von ihrer Geschlechtsidentität, dazu aufgerufen ist, ihre Rollen und Pflichten in verschiedenen Lebensbereichen wahrzunehmen."
659,Die Grundschüler*innen lernten die Grundlagen der Mathematik.,"Die Schülerinnen, Schüler und alle anderen Personen, die in der Grundschule sind und sich mit verschiedenen Geschlechtsidentitäten identifizieren, lernten die Grundlagen der Mathematik, wobei ihre individuellen Lernbedürfnisse und -fähigkeiten berücksichtigt wurden."
279,Die beisitzende Person im Gericht unterstützte bei der Urteilsfindung.,"Die Person, die das Amt der Beisitzerin oder des Beisitzers im Gericht innehat, sowie alle anderen Personen, die möglicherweise eine unterschiedliche Geschlechtsidentität haben und in dieser Funktion tätig sind, unterstützten gemeinsam bei der Urteilsfindung und trugen zur Schaffung eines fairen und gerechten Verfahrens bei."
1806,Die Telemitarbeiter_innen bearbeiteten Anfragen und sorgten für einen reibungslosen Ablauf des Telefonservices.,"Die Personen, die im Telefondienst tätig sind, unabhängig von ihrer Geschlechtsidentität oder geschlechtlichen Ausprägung, bearbeiteten Anfragen und sorgten dafür, dass der Telefonservice reibungslos abläuft. Dazu zählen alle, die in dieser Position arbeiten, sei es als Männer, Frauen oder Personen, die sich außerhalb dieser traditionellen Kategorien identifizieren."
278,Dier Bedienstete des Hotels brachte das Gepäck auf das Zimmer.,"Die Personen, die im Hotel als Bedienstete tätig sind, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren, haben das Gepäck zu dem Zimmer gebracht. Diese Vielfalt an Geschlechtsidentitäten wird in der Beschreibung der Hotelmitarbeitenden anerkannt, die verschiedenen Aufgabenbereiche innehaben und zur Erfüllung der Bedürfnisse der Gäste beitragen."
163,Dier Arbeitsdirektor/in ist für die Personalpolitik im Unternehmen verantwortlich.,"Die Person, die in der Rolle des Arbeitsdirektors oder der Arbeitsdirektorin tätig ist, sowie alle anderen Personen, die diese Position innehaben und sich möglicherweise mit einer anderen Geschlechtsidentität identifizieren oder sich nicht klar in die traditionellen Kategorien von Männern oder Frauen einordnen, trägt die Verantwortung für die Personalpolitik im Unternehmen."
682,Dier GeisterfahrerIn verursachte einen schweren Unfall auf der Autobahn.,"Die Person, die gegen die Fahrtrichtung auf der Autobahn fuhr und dadurch einen schweren Unfall verursachte, ist unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert."
1920,Dier Vollstreckungsschuldner_in muss deren Schulden begleichen.,"Die Person, die als Vollstreckungsschuldner:in gilt, ist verpflichtet, ihre Schulden zu begleichen. Dies schließt alle Individuen ein, die diese Verpflichtung haben, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren."
648,"Als Fachvermögenträger:in unterstützte dey das Team mit deren Fachwissen.
","Als Fachvermögenträger oder Fachvermögenträgerin hatte die Person die Aufgabe, das Team mit ihrem umfangreichen Fachwissen zu unterstützen. Egal, ob die Person sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, brachte sie wertvolle Kenntnisse ein, die für das Team von großer Bedeutung waren."
184,Morgen findet das Abteilungsleiter/intreffen statt,"""Morgen findet das Treffen der Abteilungsleiterinnen, Abteilungsleiter und aller anderen Personen, die in einer leitenden Position innerhalb der Abteilung tätig sind und sich mit verschiedenen Geschlechtsidentitäten identifizieren, statt."""
476,Dier Erzieher:in kümmert sich liebevoll um die Kinder im Kindergarten.,"Die Person, die die Aufgabe der Erziehung im Kindergarten wahrnimmt, unabhängig davon, ob sie sich als Erzieher, Erzieherin oder mit einer anderen Geschlechtsidentität identifiziert, kümmert sich liebevoll und fürsorglich um die Kinder, die in dieser Einrichtung betreut werden."
403,Dier Dieb_in wurde auf frischer Tat ertappt.,"'Die Person, die den Diebstahl begangen hat, unabhängig davon, ob sie sich als Mann, Frau oder mit einer nicht-binären, genderqueeren oder anderen Geschlechtsidentität identifiziert, wurde auf frischer Tat ertappt.'"
208,"Dier Beauftragte für Datenschutz stellte sicher, dass alle Regeln eingehalten wurden.","Die Person, die für den Datenschutz zuständig ist und diese verantwortungsvolle Aufgabe übernommen hat, sorgt dafür, dass alle geltenden Vorschriften und Regeln eingehalten werden. Diese Person kann sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren und stellt sicher, dass die Datenschutzbestimmungen in ihrer Gesamtheit beachtet werden, um die Rechte und Privatsphäre aller betroffenen Individuen zu schützen."
173,Nach dem Studium wurde dey AssessorIn im öffentlichen Dienst.,"Nach dem Abschluss des Studiums wurde die Person, die das Studium erfolgreich beendet hat, in die Position einer Assessors oder einer Assessorin im öffentlichen Dienst berufen, unabhängig davon, wie sich diese Person in Bezug auf ihr Geschlecht oder ihre Geschlechtsidentität identifiziert, sei es als Mann, Frau, nicht-binär oder in einer anderen Geschlechtsidentität."
124,Der Anfänger_inkurs bietet Teilnehmer_innen einen soliden Einstieg in das Thema.,"Der Anfänger*innenkurs, der für alle interessierten Personen geöffnet ist, bietet den Teilnehmenden, unabhängig von ihrer Geschlechtsidentität – sei es, dass sie sich als Männer, Frauen oder einer anderen Geschlechtsidentität verstehen – einen soliden Einstieg in das Thema. Die Kursinhalte sind so gestaltet, dass sie für alle zugänglich und auf die unterschiedlichen Perspektiven und Erfahrungen der Teilnehmenden abgestimmt sind."
1379,Dier ParlamentarierIn stimmte gegen das neue Gesetz.,"Die Person, die als Parlamentarier oder Parlamentarierin tätig ist, sowie alle anderen Personen, die in einem parlamentarischen Organ tätig sind und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, stimmte gegen das neue Gesetz."
1653,"Dey nahm einen StudentInjob an, um deren Studium zu finanzieren.","Dey nahm einen Job als Studierende, Studierender oder in einer anderen geschlechtsunabhängigen Rolle an, um das Studium zu finanzieren. Dabei kann Dey sich möglicherweise als Frau, Mann oder einer weiteren Geschlechtsidentität identifizieren, sodass dieser Arbeitsplatz allen Personen offensteht, die in einer höheren Bildungseinrichtung eingeschrieben sind und nach Möglichkeiten suchen, ihre Ausbildung durch berufliche Tätigkeiten zu unterstützen."
1574,Die Spielleitung erklärte die Regeln des Spiels.,"Die Personen, die die Spielleitung übernehmen und für das reibungslose und faire Spiel verantwortlich sind, haben die Regeln des Spiels erläutert. Unabhängig davon, ob diese Personen sich als Damen, Herren oder mit einer anderen Geschlechtsidentität identifizieren, sind sie in ihrer Rolle als Spielleitung dazu da, alle Teilnehmer:innen über die Spielregeln aufzuklären und sicherzustellen, dass jede Person, die am Spiel teilnimmt, die gleichen Informationen und Chancen hat."
1652,Dier Stromanbieter_in erhöhte die Preise.,"'Der Stromanbieter, die Stromanbieterin und alle weiteren Personen oder Organisationen, die Dienstleistungen im Bereich der Stromversorgung anbieten und sich dabei möglicherweise nicht ausschließlich binären Geschlechtskategorien zuordnen, haben die Preise erhöht.'"
177,Die Außendienstmitarbeiter:innen besuchten Kund:innen vor Ort.,"Die Personen, die im Außendienst tätig sind und Kontakt zu Kundinnen, Kunden sowie allen anderen Geschlechtsidentitäten haben, besuchten die Kundschaft vor Ort, um individuelle Bedürfnisse und Anliegen direkt zu besprechen und eine persönliche Beziehung aufzubauen."
672,Die Gastronom:innen diskutierten über neue Restaurantkonzepte.,"Die Personen, die in der Gastronomie tätig sind, einschließlich Gastronominnen, Gastronomen und allen anderen Menschen, die sich mit verschiedenen Geschlechtsidentitäten identifizieren und in diesem Bereich aktiv sind, diskutierten über neue Konzepte für Restaurants."
1043,Dier Lehrling begann deren Ausbildung mit viel Enthusiasmus.,"Die Person, die als Lehrling tätig ist und sich in der Ausbildung befindet, hat mit großem Enthusiasmus begonnen, unabhängig davon, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert."
1341,Dier Philosoph_in schrieb ein Buch über Ethik.,"Die Person, die als Philosoph oder Philosophin arbeitet und sich mit den komplexen Fragen der Ethik beschäftigt, hat ein Buch über dieses Thema verfasst. Diese Person könnte sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren und trägt somit zu unserem Verständnis von Ethik auf vielfältige Weise bei. Wir schätzen die Perspektiven aller individuellen Identitäten, die in dieser philosophischen Arbeit zum Ausdruck kommen."
462,Bei der Abstimmung ist die Meinung von jeder einzelnen Person von großer Bedeutung.,"Bei der Abstimmung ist die Meinung von jeder einzelnen Person, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität identifiziert—seien es Frauen, Männer, nicht-binäre Personen, genderqueere Individuen oder andere Geschlechtsidentitäten—von großer Bedeutung. Jede Stimme zählt und trägt zur Vielfalt der Perspektiven bei, die für einen fairen und repräsentativen Entscheidungsprozess essenziell sind."
109,Es gibt drei neue Agent_innenthriller.,"'Es gibt drei neue Thriller, die von verschiedenen Personen geschaffen wurden, die in der Film- oder Buchbranche als Agenten oder Agentinnen tätig sind, sowie von all jenen, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren und nicht in die traditionellen Kategorien von Mann oder Frau passen. Diese neuen Werke bieten spannende Geschichten aus der Agentenwelt und sprechen ein breites Publikum an.'"
1226,Der Baum war etwa menschenhoch und bot viel Schatten im Garten.,"Der Baum war etwa so hoch wie die meisten erwachsenen Menschen, unabhängig von deren Geschlechtsidentität oder Körpergröße. Er spendete viel Schatten im Garten und bot somit einen angenehmen Aufenthaltsort für alle Personen, die sich dort aufhielten, ungeachtet dessen, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren."
525,Dier Ethnolog_in erforschte die Bräuche indigener Völker.,"Die Person, die als Ethnologin oder Ethnologe tätig ist und sich mit der Erforschung der Bräuche indigener Völker beschäftigt, sowie alle weiteren Personen, die in diesem Bereich arbeiten und sich möglicherweise mit einer anderen Geschlechtsidentität identifizieren, hat sich intensiv mit den Traditionen und kulturellen Praktiken dieser Gemeinschaften auseinandergesetzt."
361,"Die Besucher:inanschrift wurde für die Einladung zum Event verwendet, um sicherzustellen, dass alle informiert wurden.","Die Anschrift der Person, die das Event besucht, wurde für die Einladung zu dieser Veranstaltung verwendet, um sicherzustellen, dass alle Menschen, unabhängig von ihrer Geschlechtsidentität oder -ausdruck, informiert wurden. Dies umfasst nicht nur Frauen und Männer, sondern auch non-binäre, genderqueere und andere Personen, die sich möglicherweise außerhalb der traditionellen Geschlechterkategorien einordnen."
1454,Die ProkuristInnen des Unternehmens treffen wesentliche Entscheidungen und vertreten die Firma in rechtlichen Angelegenheiten.,"Die Personen, die die Position des Prokuristen oder der Prokuristin im Unternehmen innehaben, treffen wesentliche Entscheidungen und vertreten die Firma in rechtlichen Angelegenheiten. Dies schließt sowohl Männer, Frauen als auch nicht-binäre und geschlechtsdiverse Personen ein, die in dieser Rolle tätig sind. Egal, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität definieren, alle diese Fachleute tragen zur Leitung und rechtlichen Vertretung des Unternehmens bei."
1810,Das Trainer:inwesen umfasst die Ausbildung und Weiterbildung von Trainer:innen in verschiedenen Sportarten.,"Das Trainer:innenwesen umfasst die umfassende Ausbildung und kontinuierliche Weiterbildung von Trainerinnen, Trainern sowie aller weiteren Personen, die als Trainer oder Trainerin in verschiedene Sportarten tätig sind oder in Zukunft tätig sein möchten. Dies schließt Individuen ein, die sich möglicherweise nicht in die traditionellen Geschlechtskategorien Mann oder Frau einordnen, sondern sich mit einer anderen Geschlechtsidentität identifizieren oder sich als nicht-binär, genderfluid oder agender begreifen. Ziel ist es, eine vielfältige und inklusive Trainingsumgebung zu fördern, in der alle Geschlechtsidentitäten respektiert und anerkannt werden."
45,Die beantragende Person füllte alle notwendigen Formulare aus.,"Die Person, die den Antrag gestellt hat, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, hat alle erforderlichen Formulare ausgefüllt. Diese Person könnte verschiedene Geschlechtsidentitäten repräsentieren, und es ist wichtig zu betonen, dass sämtliche Antragsstellenden, gleichgültig wie sie sich selbst wahrnehmen oder definieren, die gleichen Anforderungen erfüllen müssen, um den Antrag erfolgreich einzureichen."
821,"Das IngenieurInwesen umfasst viele Disziplinen, von der Elektrotechnik bis zum Bauwesen.","Das Ingenieurwesen umfasst eine Vielzahl von Disziplinen, die unterschiedliche technische und wissenschaftliche Bereiche abdecken. Dazu gehören beispielsweise die Elektrotechnik, das Bauwesen, die Maschinenbau, die Luft- und Raumfahrttechnik sowie viele weitere Fachrichtungen. Alle Personen, die in diesen Disziplinen tätig sind oder sich für sie interessieren, unabhängig davon, ob sie sich als männlich, weiblich oder mit einer anderen Geschlechtsidentität identifizieren, tragen zur Vielfalt und Innovation in diesem Berufsfeld bei."
624,Dier Funktionsträger:in hatte eine wichtige Rolle in der Organisation.,"Die Person, die in der Organisation eine Funktion trägt, sei es in einer leitenden Rolle oder in einem anderen Verantwortungsbereich, und sich dabei als Frau, Mann oder mit einer anderen Geschlechtsidentität versteht, hatte eine bedeutende und wertvolle Rolle innerhalb der Organisation. Ihre Beiträge und Entscheidungen waren essenziell für das Funktionieren und den Erfolg des gesamten Teams sowie der Organisation als Ganzes."
1730,"Die Stifter_innenversammlung fand einmal im Jahr statt, um die Entwicklung der Stiftung zu besprechen.","Die Versammlung der Stifterinnen, Stifter und aller weiteren Personen, die sich als Teil der Gemeinschaft der Stifter identifizieren oder in irgendeiner Form zur Stiftung beitragen, fand einmal im Jahr statt, um die Entwicklungen und Fortschritte der Stiftung zu besprechen und gemeinsam darüber nachzudenken, wie die Ziele und Mission der Stiftung weiterhin unterstützt und gefördert werden können."
681,"Viele Gegner*innen erschienen nicht zum Spiel, weshalb es ausfallen musste.","Viele Personen, die sich als Gegner oder Gegnerinnen identifizieren, sowie alle anderen Teilnehmenden, die aus unterschiedlichen Geschlechtsidentitäten bestehen und in diesem Kontext als gegnerisch wahrgenommen werden, erschienen nicht zum Spiel. Aus diesem Grund musste das Spiel leider ausfallen. Es ist wichtig anzumerken, dass diese Absage ebenso die Vielfalt der Geschlechtsidentitäten berücksichtigt, die möglicherweise nicht den traditionellen Kategorien von „Gegner“ oder „Gegnerin“ entsprechen."
1595,Die Supporter/innen feuerten das Team lautstark an.,"Die Personen, die das Team unterstützen, unabhängig davon, ob sie sich als Unterstützer, Unterstützerinnen oder mit einer anderen Geschlechtsidentität identifizieren, feuerten das Team lautstark an."
1114,... Ein-Personen-Betrieb,"'Ein-Personen-Betrieb' kann ausführlicher und gendergerecht formuliert werden als: 'Ein Betrieb, der von einer einzigen Person geführt wird, unabhängig davon, ob diese Person sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert. Diese Einzelperson ist verantwortlich für alle Aspekte des Unternehmens und kann jede beliebige Geschlechtsidentität haben, die ihre beruflichen Tätigkeiten und Verantwortlichkeiten geformt hat.'"
837,Der Ingenieuronberuf erfordert sowohl technisches Wissen als auch kreative Problemlösung.,"Der Beruf des Ingenieurs, der Ingenieurin sowie alle weiteren Fachrichtungen im ingenieurtechnischen Bereich, die sich mit verschiedenen Geschlechtsidentitäten identifizieren – seien es beispielsweise Personen, die sich als nicht-binär, genderfluid oder in einer anderen Weise definieren – erfordert sowohl fundiertes technisches Wissen als auch die Fähigkeit zur kreativen Problemlösung."
83,Dier Athlet:in trainierte hart für die Olympischen Spiele.,"'Die Person, die als Athlet oder Athletin an den Olympischen Spielen teilnimmt oder sich in der Vorbereitung auf dieses bedeutende Sportereignis befindet, hat intensiv und zielstrebig trainiert, unabhängig davon, ob sie sich als männlich, weiblich oder einer anderen Geschlechtsidentität zugehörig identifiziert.'"
1804,Dier Technolog*in erforschte neue Entwicklungen in der Computertechnik und präsentierte deren Ergebnisse auf der Konferenz.,"Die Person, die im Bereich der Technologie tätig ist und sich möglicherweise als Technologin, Technologe oder mit einer anderen Geschlechtsidentität identifiziert, hat neue Entwicklungen in der Computertechnik erforscht. Diese Person hat die Ergebnisse ihrer oder seiner beziehungsweise ihrer oder seiner auch nicht-binären oder genderfluiden Erkundungen auf der Konferenz präsentiert, um zum Wissensaustausch und zur Diskussion unter Fachleuten aller Geschlechtsidentitäten beizutragen."
49,Die Anwender_innen der neuen Programme sehnten sich nach den alten zurück.,"Die Personen, die die neuen Programme nutzen und sich in Bezug auf ihr Geschlecht als Frauen, Männer oder einer anderen Geschlechtsidentität betrachten, hegen den Wunsch, zu den alten Programmen zurückzukehren."
1240,Die hohe Mitarbeiter*inmobilität in der Branche stellt eine Herausforderung für das Personalmanagement dar.,"Die hohe Mobilität von Mitarbeitenden in der Branche, die sowohl Frauen, Männer als auch non-binäre, genderqueere und andere Personen umfasst, die in verschiedenen Beschäftigungsverhältnissen tätig sind, stellt eine Herausforderung für das Personalmanagement dar. Dies bezieht sich auf alle Personen, die in dieser Branche arbeiten, unabhängig von ihrer Geschlechtsidentität oder -ausdruck, und verdeutlicht die Notwendigkeit, vielfältige Ansätze und Strategien zu entwickeln, um dem Wandel in der Belegschaft gerecht zu werden."
514,Deren Unternehmen ist ein erfolgreicher Ein-Personen-Betrieb.,"„Das Unternehmen dieser Person, unabhängig davon, ob sie sich als Mann, Frau oder einer anderen Geschlechtsidentität zugehörig fühlt, ist ein erfolgreicher Ein-Personen-Betrieb, der möglicherweise verschiedene Dienstleistungen oder Produkte anbietet und somit einen wichtigen Beitrag zur Wirtschaft leistet.“"
1343,Dier Physiker_in erforscht die Eigenschaften von Teilchen.,"'Die Person, die im Bereich der Physik tätig ist und sich als Physiker, Physikerin oder mit einer anderen Geschlechtsidentität identifiziert, erforscht die Eigenschaften von Teilchen und trägt damit zur Weiterentwicklung des physikalischen Wissens bei.'"
579,Dier Fachberater:in half uns bei der Auswahl des besten Computers.,"Die Person, die als Fachberater oder Fachberaterin tätig ist und uns bei der Auswahl des besten Computers unterstützt hat, kann sich als Mann, Frau oder einer anderen Geschlechtsidentität identifizieren. Diese Unterstützung wurde uns von jemandem zuteil, der oder die über Fachwissen und Erfahrung verfügt, unabhängig von der eigenen Geschlechtsidentität."
1724,"Dier Steinmetz:in schuf ein kunstvolles Grabmal, das der verstorbenen Person gewidmet war.","Die Person, die als Steinmetz oder Steinmetzin arbeitet und über handwerkliche Fähigkeiten im Bereich der Steinbearbeitung verfügt, hat ein beeindruckendes und kunstvolles Grabmal geschaffen, das der verstorbenen Person gewidmet ist, unabhängig davon, wie sich die beteiligten Personen in Bezug auf ihr Geschlecht oder ihre Geschlechtsidentität definieren. Dieses Grabmal stellt eine Hommage an das Leben und die Erinnerungen der verstorbenen Person dar und zeugt von der besonderen Beziehung, die mit ihr verbandelt war."
948,"Die Kund/inbetreuer/in hat sich viel Zeit genommen, um auf all meine Fragen einzugehen.","Die Person, die für die Betreuung der Kundschaft zuständig ist, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, hat sich viel Zeit genommen, um auf all meine Fragen einzugehen."
600,"Dier FÖJler_in schrieb viele Bewerbungen, um eine passende Stelle zu bekommen.","Die Person, die ein Freiwilliges Ökologisches Jahr (FÖJ) absolviert, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, verfasste viele Bewerbungen, um eine geeignete Stelle zu finden, die ihren Interessen und Lebensumständen entspricht."
1433,"Die PatientInadresse wurde aktualisiert, um sicherzustellen, dass alle Informationen korrekt sind.","Die Adresse der Person, die in einer medizinischen Einrichtung als Patient*in registriert ist, wurde aktualisiert, um sicherzustellen, dass alle Informationen korrekt sind. Dies schließt alle Personen ein, die in einem Gesundheitskontext als Patient*innen auftreten, unabhängig davon, ob sie sich als Frauen, Männer, nicht-binär, genderqueer oder mit einer anderen Geschlechtsidentität identifizieren. Es ist wichtig, dass die Daten präzise und respektvoll behandelt werden, um den Bedürfnissen aller Geschlechtsidentitäten gerecht zu werden."
994,Dier Konsortialpartner:in bestimmte die Finanzierung des großen Bauprojekts.,"Die Personen, die als Konsortialpartnerinnen und Konsortialpartner an dem großen Bauprojekt beteiligt sind, sowie alle anderen, die in ähnlicher Funktion agieren und deren Geschlechtsidentität möglicherweise von den traditionellen Kategorien abweicht, haben gemeinsam die Finanzierung des Projekts bestimmt."
472,Die erste Hilfe leistende Person reagierte schnell und leistete sofortige Hilfe.,"„Die Person, die als erste Hilfe leistende Person in einer Notsituation schnell reagierte und sofortige Unterstützung bot, könnte sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifizieren. Diese Person handelte umgehend, um denjenigen, die Hilfe benötigten, zur Seite zu stehen, unabhängig von den gängigen Geschlechtskategorien.“"
1412,Die Profis trainieren täglich mehrere Stunden.,"Die Personen, die in den verschiedenen professionellen Bereichen tätig sind und sich durch ihre Expertise und Fähigkeiten auszeichnen, verbringen täglich mehrere Stunden mit intensivem Training, unabhängig von ihrer Geschlechtsidentität oder geschlechtlichen Selbstdefinition. Dies schließt sowohl Männer, Frauen, als auch nicht-binäre Menschen und andere Geschlechtsidentitäten ein, die sich in diesen Professionen engagieren und ihre Fertigkeiten kontinuierlich verbessern möchten."
58,Viele Arbeitgebende schätzen Pünktlichkeit und Zuverlässigkeit.,"Viele Personen, die in der Rolle der Arbeitgebenden tätig sind, unabhängig davon, ob sie sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren, schätzen Pünktlichkeit und Zuverlässigkeit bei ihren Mitarbeitenden. Diese Eigenschaften werden von Arbeitgeberinnen, Arbeitgebern und allen anderen, die Führungspositionen innehaben oder Verantwortung für die Beschäftigten übernehmen, hoch angesehen."
