inclusive_form,gendered,predicted
"Die Person, die sadistische Tendenzen aufweist und Freude daran hat, andere Menschen leiden zu sehen, gleichgültig, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, erlebte eine Befriedigung, die aus dem Schmerz und dem Unwohlsein anderer resultierte.",Dier Sadist_in erfreute sich am Leiden anderer.,"Die Person, die sadistische Tendenzen aufweist und Freude daran hat, andere Menschen leiden zu sehen, gleichgültig, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, erlebte eine Befriedigung, die aus dem Schmerz und dem Unwohlsein anderer resultierte. Diese Person, die sich in dieser sozialen Situation identifiziert, hat, die Menschen, die in dieser sozialen Situation identifiziert, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert, erlebte eine Befriedigung, die aus dem Schmerz und dem Unwohlsein anderer resultierte."
"'Die App ist besonders benutzerfreundlich, sodass sie eine besonders angenehme und intuitive Nutzungserfahrung für alle Personen bietet, die diese App verwenden. Dazu gehören Benutzerinnen, Benutzer und alle weiteren Individuen, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren oder keine bestimmte Geschlechtszugehörigkeit haben. Die Gestaltung der App berücksichtigt die Bedürfnisse und Vorlieben einer vielfältigen Nutzergruppe und fördert einen respektvollen und inklusiven Umgang mit allen Personen, unabhängig von ihrem Geschlecht oder ihrer Geschlechtsidentität.'",Die App ist besonders benutzer:innenfreundlich.,"Die App is besonders benutzerfreundlich, sodass sie eine besonders angenehme und intuitive Nutzungserfahrung für alle Personen bietet, die diese App verwenden. Dazu gehören Benutzerinnen, Benutzer und alle weiteren Individuen, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren oder keine bestimmte Geschlechtsidentität haben. Die Gestaltung der App berücksichtigt die Bedürfnisse und Vorlieben einer diverseen Nutzergruppe und fördert einen respektvollen Umgang mit allen Personen, unabhängig von ihrem Geschlecht oder ihrer Geschlechtsidentität."
"Die Veranstaltung wird nur dann durchgeführt, wenn die erforderliche Mindestzahl an Teilnehmenden erreicht wird. Dazu zählen alle Personen, die sich zur Teilnahme an dieser Veranstaltung anmelden, unabhängig von ihrem Geschlecht oder ihrer Geschlechtsidentität. Dies umfasst sowohl Menschen, die sich als Frauen oder Männer identifizieren, als auch diejenigen, die sich als nicht-binär, genderfluid, agender oder mit einer anderen Geschlechtsidentität identifizieren.","Die Veranstaltung findet nur statt, wenn die Mindestteilnehmer/innenzahl erreicht wird.","Dazu zählen alle Personen, die sich zur Teilnahme an dieser Veranstaltung anmelden, unabhängig von ihrem Geschlecht oder ihrer Geschlechtsidentität. Dazu gehören alle Personen, die sich als Frauen, Männer oder mit einer anderen Geschlechtsidentität identifizieren, unabhängig von ihrem Geschlecht oder ihrer Geschlechtsidentität. Dazu zählen alle Personen, die sich als nicht-binär, genderfluid oder mit einer anderen Geschlechtsidentität identifizieren. Diese Vielfalt spiegelt die Vielfalt unserer Geschlechtsidentitäten, die sich als nicht-binär, genderfluid oder mit einer anderen Geschlechtsidentität identifizieren."
"Die Person, die die Reiseleitung übernahm und die Gruppe durch die historische Altstadt führte, erklärte dabei ausführlich die verschiedenen Sehenswürdigkeiten und stellte sicher, dass alle Teilnehmerinnen, Teilnehmer und Personen, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, die Informationen in einer respektvollen und einladenden Atmosphäre erhielten.",Die Reiseleitung führte die Gruppe durch die historische Altstadt und erklärte die Sehenswürdigkeiten.,"Die Person, die die Reiseleitung übernahm und die Gruppe durch die historische Altstadt führt, erklärte dabei ausführlich die verschiedenen Sehenswürdigkeiten und stellte sicher, dass alle Teilnehmerinnen, Teilnehmer und Personen, die sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, die sich mit unterschiedlichen Geschlechtsidentitäten und einladenden Atmosphäre identifizieren, die Informationen in einer respektvollen Atmosphäre und einladenden Atmosphäre."
"Um an unserer Klinik im ärztlichen Dienst arbeiten zu können, müssen alle Personen, die sich für eine Tätigkeit in diesem Bereich interessieren, unabhängig von ihrer Geschlechtsidentität, die Approbation im Original vorlegen. Dies gilt für Menschen, die sich als Frauen, Männer sowie für diejenigen, die nicht-binär sind oder sich mit anderen Geschlechtsidentitäten identifizieren. Wir begrüßen Vielfalt in unserem Team und möchten sicherstellen, dass sich alle angesprochen fühlen.","... Um an unserer Klinik im ärztlichen Dienst arbeiten zu können, müssen Sie die Approbation im Original vorlegen.","Um an unserer Klinik im ärztlichen Dienst arbeiten, müssen alle Personen, die sich für eine Tätigkeit in diesem Bereich interessieren, unabhängig von ihrer Geschlechtsidentität, die sich als Frauen, Männer oder mit anderen Geschlechtsidentitäten identifizieren, unabhängig von ihrer Geschlechtsidentität, die nicht-binär sind oder sich mit anderen Geschlechtsidentitäten identifizieren. Diese Approbation gilt für Menschen, die sich als Frauen, Männer oder mit anderen Geschlechtsidentitäten, sowie für diejenigen, die nicht-binär sind oder sich mit anderen Geschlechtsidentitäten identifizieren. We begrüßen Vielfalt in unserem Team and möchten sicherstellen, dass alle angesprochen fühlen."
"Die Person, die die Sprengberechtigung innehat und somit für die Genehmigung der geplanten Sprengungen zuständig ist, hat jedoch nicht nur die Genehmigungen erteilt, sondern auch die sorgfältige Überwachung der Ausführung dieser Maßnahmen übernommen. Diese Person könnte sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren, wobei alle Geschlechteridentitäten und -ausdrücke anerkannt werden.",Dier Sprengberechtigte genehmigte alle geplanten Sprengungen und überwachte deren Ausführung.,"Die Person, die die Sprengberechtigung innehat und somit für die Genehmigung der geplanten Sprengungen zuständig ist, hat jedoch nicht nur die Genehmigungen erteilt, sondern auch die sorgfältige Überwachung der Ausführung dieser Maßnahmen übernommen. Diese Person könnte sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifizieren, wobei alle Geschlechteridentitäten und -ausdrücke anerkannt werden. Diese Person könnte sich als Mann, Frau oder mit einer anderen Geschlechtsidentitäten identifizieren, wobei alle Geschlechteridentitäten und -ausdrücke anerkannt werden."
"Als Weinkenner oder Weinkennerin sowie als alle weiteren Personen, die sich mit Wein auskennen und dafür eine Leidenschaft entwickeln, erkannte die Person sofort die Qualität des Jahrgangs und genoss jeden Schluck mit Bedacht, unabhängig davon, welcher Geschlechtsidentität sie sich zugehörig fühlt oder wie sie sich selbst beschreibt.",Als Weinkenner:in erkannte dey sofort die Qualität des Jahrgangs und genoss jeden Schluck mit Bedacht.,"Als Weinkenner oder Weinkennerin sowie alle weiteren Personen, die sich mit Wein auskennen und alle weiteren Personen, die sich mit Wein auskennen und dafür eine Leidenschaft entwickeln, erkannte die Person sofort die Qualität des Jahrgangs und genoss jeden Schluck mit Bedacht, unabhängig davon, welcher Geschlechtsidentität sie sich zugehörig fühlt oder wie sie sich selbst beschreibt. Unsere individuellen Erfahrungen und Erfahrungen hat sich ebenfalls hilfsbereit, unabhängig davon, welcher Geschlechtsidentität sie sich selbst beschreibt, unabhängig davon, welcher Geschlechtsidentität sie sich selbst beschreibt."
"Der neue Bahnhof ist mit einem barrierefreien Zugang ausgestattet, der es allen Menschen, unabhängig von ihrer Mobilität, Geschlechtsidentität oder Geschlechtszugehörigkeit, ermöglicht, diesen Ort bequem zu erreichen. Dies schließt insbesondere Personen ein, die auf Rollstühle oder andere Hilfsmittel angewiesen sind, sowie alle anderen Besucherinnen und Besucher, die möglicherweise besondere Unterstützung benötigen, um problemlos und sicher zu gelangen.",Der neue Bahnhof verfügt über einen barrierefreien Zugang für Rollstuhlfahrer:innen.,"Der neue Bahnhof ist mit einem barrierefreien Zugang ausgestattet, der alle Menschen, unabhängig von ihrer Mobilität, Geschlechtsidentität oder Geschlechtsidentität, ermöglicht, diesen Ort bequem zu erreichen. Diese schließt insbesondere Personen ein, die auf Rollstühle oder andere Hilfsmittel angewiesen sind, sowie alle anderen Besucherinnen und Besucher, die möglicherweise besondere Hilfe benötigen, um problemlos und sicher zu gelangen. Diese schließt insbesondere Personen ein, die auf Rollstühle oder andere Hilfsmittel angewiesen sind, sowie alle anderen Besucherinnen und Besucher, die möglicherweise besondere Unterstützung benötigen, um problemlos und sicher zu gelangen."
"'Die Personen, die als Kundinnen und Kunden unseres neuen Produkts in Erscheinung traten, unabhängig davon, wie sie sich in Bezug auf ihr Geschlecht oder ihre Geschlechtsidentität verstehen, haben positive Rückmeldungen gegeben. Dazu zählen sowohl Personen, die sich als Frauen oder Männer identifizieren, als auch diejenigen, die sich möglicherweise außerhalb der traditionellen Geschlechterkategorien einordnen oder keine spezifische Geschlechtsidentität angeben.'",Auf Kund_inseite gab es positive Rückmeldungen zu unserem neuen Produkt.,"Die Personen, die als Kundinnen und Kunden unseres neuen Produkts in Erscheinung traten, unabhängig davon, wie sie sich in Bezug auf ihr Geschlecht oder ihre Geschlechtsidentität verstehen, haben positive Rückmeldungen gegeben. Dazu gehören sowohl Personen, die sich als Frauen oder Männer identifizieren, als auch diejenigen, die sich möglicherweise nicht beschränkt auf der traditionellen Geschlechterkategorien einordnen oder keine spezifische Geschlechtsidentität angeben. Dazu gehören sowohl Personen, die sich als Frauen, Männer oder Männer, als auch diejenigen, die sich außerhalb der traditionellen Geschlechterkategorien einordnen oder keine spezifische Geschlechtsidentität angeben. Dazu gehören sowohl Personen, die sich als Frauen, Männer oder Männer, als auch diejenigen, die sich außerhalb der traditionellen Geschlechterkategorien einordnen oder keine spezifische Geschlechtsidentität angeben."
"Als Person, die die Sprache als Mutter- oder Herkunftssprache spricht, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, ist es möglich, den Text fehlerfrei zu übersetzen. Dabei spielen die individuellen Erfahrungen und das Verständnis der jeweiligen Person für die Nuancen und Kontexte der Sprache eine entscheidende Rolle.",Als Muttersprachler:in kann dey den Text fehlerfrei übersetzen.,"Dabei spielen die individuellen Erfahrungen und das Verständnis der Person, die als Mutter- oder Herkunftssprache identifiziert, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, ist es möglich, die Text fehlerfrei zu übersetzen. Dabei spielen die individuellen Erfahrungen und das Verständnis der Person für die Nuancen und Kontexte der Sprache eine entscheidende Rolle."
"Die Person, die als Polizist oder Polizistin tätig ist und sich möglicherweise auch mit anderen Geschlechtsidentitäten identifiziert, erschien pünktlich zur Schicht. Dies schließt alle Menschen ein, die im Polizeidienst arbeiten, unabhängig davon, ob sie sich als männlich, weiblich oder nicht-binär verstehen, sowie diejenigen, deren Geschlechtsidentität möglicherweise nicht den traditionellen Kategorien entspricht.",Dier Polizist/in erschien pünktlich zur Schicht.,"Die Person, die als Polizist oder Polizist tätig tätig ist und sich möglicherweise auch mit anderen Geschlechtsidentitäten identifiziert, erschien pünktlich zur Schicht. Diese schließt alle Menschen ein, die im Polizeidienst arbeiten, unabhängig davon, ob sie sich als männlich, weiblich oder nicht-binär verstehen, sowie diejenigen, die sich ob die Geschlechtsidentität nicht den traditionellen Kategorien entspricht. Diese schließt alle Menschen ein, die im Polizeidienst arbeiten, unabhängig davon, ob sie sich als männlich, weiblich oder nicht-binär verstehen, sowie diejenigen, die sich in traditionellen Kategorien entspricht."
"Die Personen, die in der Vergangenheit terroristische Aktivitäten geplant haben, hatten einen Anschlag auf das Regierungsgebäude im Sinn, jedoch wurden sie dank der rechtzeitigen Intervention der Sicherheitskräfte und der Behörden daran gehindert, ihre Pläne in die Tat umzusetzen. Diese Personen könnten sich in Bezug auf Geschlechtsidentität und Geschlechtszugehörigkeit in vielfältiger Weise definieren und umfassen insbesondere Männer, Frauen, sowie nicht-binäre, genderqueere und andere Identitäten, die nicht in die traditionellen Geschlechterkategorien passen.","Die Terrorisierenden planten einen Anschlag auf das Regierungsgebäude, wurden aber rechtzeitig gestoppt.","Die Personen, die in der Vergangenheit terroristische Aktivitäten geplant haben, hatten einen Anschlag auf das Regierungsgebäude im Sinn, jedoch wurden sie dank der rechtzeitigen Intervention der Sicherheitskräfte und der Behörden daran gehindert, ihre Pläne in die Tat umzusetzen. Diese Personen könnten sich in Bezug auf Geschlechtsidentität und Geschlechtsidentität in diverse Weise definieren und umfassen insbesondere Männer, Frauen, nicht-binäre, genderqueere und andere Identitäten, die nicht in die traditionellen Geschlechterkategorien passen. Diese Personen könnten in Bezug auf Geschlechtsidentität und identitäten, die nicht in die traditionellen Geschlechterkategorien passen."
"Die Personen, die die Rolle der Buchhalterin oder des Buchhalters einnehmen, sowie alle anderen, die sich in dieser Funktion sehen und sich mit verschiedenen Geschlechtsidentitäten identifizieren, buchen den Beleg. Die Anordnerinnen, die Anordner, und sämtliche weiteren Personen, die in der Funktion der Freigabe tätig sind und möglicherweise nicht den traditionellen Geschlechtskategorien entsprechen, geben diesen Beleg frei.","Dier Buchhalter_in bucht den Beleg, die Anordner_innen geben diesen frei.","Die Personen, die die Rolle der Buchhalterin oder des Buchhalters einnehmen, sowie alle anderen, die sich in dieser Funktion sehen und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, sehen und sich mit unterschiedlichen Geschlechtsidentitäten identifizieren, buchen den Beleg. Die Anordnerinnen, Anordner und alle weiteren Personen, die in der Freigabe tätig sind und möglicherweise nicht den traditionellen Geschlechtskategorien entsprechen, geben diese Beleg frei."
"Die Personen, die in der Verwaltung tätig sind und verschiedene Rollen einnehmen, haben das Büro sowie die Termine organisiert. Dabei handelt es sich um Individuen verschiedener Geschlechtsidentitäten, einschließlich, aber nicht beschränkt auf, Frauen, Männer sowie nicht-binäre, genderqueere und andere Menschen, die sich nicht in die traditionellen Kategorien einordnen.",Die Verwaltungskräfte organisierten das Büro und die Termine.,"Die Personen, die in der Verwaltung tätig sind, sind und verschiedene Rollen einnehmen, haben das Büro sowie die Termine organisiert. Dabei handelt es sich um diverser Geschlechtsidentitäten, einschließlich, aber nicht beschränkt auf, Frauen, Männer sowie nicht-binäre, genderqueere und andere Menschen, die sich nicht in die traditionellen Kategorien einordnen. Dabei handelt es sich um diverser Geschlechtsidentitäten, die in der Verwaltung tätig sind, einschließlich, aber nicht beschränkt auf, Frauen, Männer sowie nicht-binäre, genderqueere und andere Menschen, die sich nicht in die traditionellen Kategorien einordnen."
"Die Person, die als Hebamme tätig ist und werdende Eltern während des Geburtsprozesses professionell unterstützt, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, hat während der Geburt wertvolle Hilfe geleistet.",Dier Hebamme unterstützte während der Geburt.,"Die Person, die als Hebamme tätig ist und werdende Eltern während des Geburtsprozesses professionell unterstützt, unabhängig davon, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert, hat während der Geburt wertvolle Hilfe geleistet. Während der Geburt, die während der Geburt hat, wertvolle Hilfe geleistet, die während der Geburt hat, ob sie sich als Frau, Mann oder mit einer anderen Geschlechtsidentität identifiziert."
"Die Personen, die ausgewandert sind, darunter solche, die sich als Männer, Frauen oder mit einer anderen Geschlechtsidentität identifizieren, suchten in einem anderen Land nach Möglichkeiten für ein besseres Leben, das ihren individuellen Bedürfnissen und Wünschen entspricht.",Die Auswanderer/innen suchten in einem anderen Land nach einem besseren Leben.,"Die Personen, die ausgewandert sind, sind, darunter solche, die sich als Männer, Frauen oder mit einer anderen Geschlechtsidentität identifizieren, suchten in einem anderen Land nach Möglichkeiten für ein besseres Leben, das ihrenindividuellen Bedürfnissen und Wünschen entspricht, das ihren individuellen Bedürfnissen und Wünschen entspricht. Diese Personen, die sich in verschiedenen Geschlechtsidentitäten identifizieren, sind, unterschiedliche Möglichkeiten, die in einer anderen Land zu identifizieren, und es sich in einem anderen Land nach Möglichkeiten für ein besseres Leben, das ihrenindividuellen Bedürfnissen und Wünschen entspricht."
"Die Person, die als Ihre persönliche Ansprechperson fungiert und Ihnen jederzeit zur Verfügung steht, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität identifiziert – sei es als Frau, Mann oder einer anderen Geschlechtsidentität oder non-binären Identität – ist gerne bereit, Ihnen zu helfen und Ihre Fragen zu beantworten.",Ihre persönliche Ansprechperson steht Ihnen jederzeit zur Verfügung.,"Die Person, die als Personal Ansprechperson fungiert und Ihnen jederzeit zur Verfügung steht, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität identifiziert, sei es als Frau, Mann oder einer anderen Geschlechtsidentität oder non-binären Identität identifiziert – sei es als Frau, Mann oder einer anderen Geschlechtsidentität oder non-binären Identität – ist gerne bereit, Ihnen zu helfen und Ihre Fragen zu beantworten."
"Die Personen, die für die Planung verantwortlich sind und sich als Planer oder Planerinnen identifizieren, sowie alle weiteren Individuen, die möglicherweise andere Geschlechtsidentitäten haben und ebenfalls an der Planung beteiligt sind, haben den Entwurf für das neue Gebäude erstellt.",Die Planer/innen erstellten den Entwurf für das neue Gebäude.,"Die Personen, die für die Planung verantwortlich sind, sind und sich als Planer oder Planerinnen identifizieren, sowie alle weiteren Individuen, die möglicherweise andere Geschlechtsidentitäten haben und ebenfalls an der Planung beteiligt sind, haben den Entwurf für das neue Gebäude erstellt, die von der Planung verantwortlich sind. Die Personen, die für die Planung verantwortlich sind, haben den Entwurf für das neue Gebäude erstellt, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität identifizieren."
"Die Personen, die sich mit Kunst und insbesondere mit der Identifikation von Kunstwerken auskennen, unabhängig davon, ob sie sich als Kenner, Kennerinnen oder mit anderen Geschlechtsidentitäten identifizieren, erkannten sofort die Echtheit des Gemäldes.","Die Kunstkenner/innen erkannten sofort die Echtheit des Gemäldes.
","Die Personen, die sich mit Kunst und insbesondere mit der Identifikation von Kunstwerken auskennen, unabhängig davon, ob sie sich als Kenner, Kennerinnen oder mit anderen Geschlechtsidentitäten identifizieren, erkannten sofort die Echtheit des Gemäldes. Die Personen, die sich mit Kunst und insbesondere in anderen Geschlechtsidentitäten identifizieren, erkannten sofort die Echtheit des Gemäldes."
"Die Person, die als Schöffe oder Schöffin tätig ist und damit eine wichtige Rolle in der Rechtsprechung einnimmt, sowie alle weiteren Personen, die sich in diesem Kontext engagieren und deren Geschlechtsidentität möglicherweise nicht den traditionellen Kategorien entsprechender Geschlechterrollen zugeordnet wird, unterstützt aktiv die Rechtsprechung.",Dier Schöff*in unterstützte die Rechtsprechung.,"Die Person, die als Schöffe oder Schöffin tätig ist und damit eine wichtige Rolle in der Rechtsprechung einnimmt, sowie alle weiteren Personen, die sich in diesem Kontext engagieren und ihre Geschlechtsidentität möglicherweise nicht den traditionellen Kategorien entsprechender Geschlechterrollen zugeordnet wird, unterstützt aktiv die Rechtsprechung. Diese Person, die als Schöffe oder Schöffin tätig ist und arbeitet, arbeitet und damit eine wichtige Rolle in der Rechtsprechung, um die verschiedenen Aspekte und Perspektiven der Geschlechtsidentität zugeordnet wird, unterstützt aktiv die Rechtsprechung."
"Die Person, die als Influencer:in tätig ist, teilt täglich wertvolle Tipps und Informationen zu einem nachhaltigen Lebensstil auf den sozialen Medien, unabhängig davon, ob sie sich als Mann, Frau, oder mit einer anderen Geschlechtsidentität identifiziert. Diese Person spricht dabei eine vielfältige Gemeinschaft an und möchte mit ihren Beiträgen Menschen unterschiedlicher Geschlechtsidentitäten inspirieren und dazu ermutigen, umweltbewusste Entscheidungen in ihrem Alltag zu treffen.",Dier Influencer:in teilte täglich Tipps zu nachhaltigem Leben auf deren Social-Media-Kanälen.,"Die Person, die als Influencer:in tätig ist, teilt täglich wertvolle Tipps und Informationen zu einem nachhaltigen Lebensstil auf den sozialen Medien, unabhängig davon, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert. Diese Person spricht dabei eine vielfältige Gemeinschaft an, ob sie sich als Mann, Frau oder mit einer anderen Geschlechtsidentität identifiziert. Diese Person spricht dabei eine vielfältige Gemeinschaft an und möchte mit ihren Beiträgen Menschen unterschiedlicher Geschlechtsidentitäten inspirieren und dazu ermutigen, umweltbewusste Entscheidungen in ihrem Alltag zu treffen."
"'Die Person, die in das neue Startup investiert, unabhängig davon, ob sie sich als Investor, Investorin oder mit einer anderen Geschlechtsidentität identifiziert, zeigte großes Interesse an dem neuen Unternehmen.'",Dier Investor/in zeigte großes Interesse an dem neuen Startup.,"'Die Person, die in das neue Startup investiert, unabhängig davon, ob sie sich als Investor, Investorin oder mit einer anderen Geschlechtsidentität identifiziert, zeigte großes Interesse an dem neuen Unternehmen.'"
"Die Person, die aus einem anderen Land oder Kulturkreis nach Deutschland oder in ein anderes Land eingewandert ist, kaufte ein Haus auf Mallorca und genoss ihre Rente in vollen Zügen, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität definiert.",Dier AussiedlerIn kaufte ein Haus auf Mallorca und genoss deren Rente in vollen Zügen.,"Die Person, die aus einem anderen Land oder Kulturkreis nach Deutschland oder in einer anderen Land oder Kulturkreis nach Deutschland oder in einer anderen Land eingewandert ist, kaufte ein Haus auf Mallorca und genoss ihre Rente in vollen Zügen, unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität definiert. Diese Person, die aus einem anderen Land oder Kulturkreis nach Deutschland lebt, hat ein Haus auf Mallorca und genosse ihre Rente in vollen Zügen unabhängig davon, wie sie sich in Bezug auf Geschlecht und Geschlechtsidentität definiert."
"'Die Person, die als Gast an diesem Ort ist, wurde unabhängig von ihrer Geschlechtsidentität oder ihrem Geschlecht, ob männlich, weiblich, nicht-binär, genderqueer oder einer anderen Identität, herzlich empfangen.'",Dier Gäst*in wurde herzlich empfangen.,"'Die Person, die als Gast an diesem Ort ist, wurde unabhängig von ihrer Geschlechtsidentität oder ihrem Geschlecht, ob männlich, weiblich, nicht-binär, genderqueer oder einer anderen Identität, herzlich empfangen.'"
"Die Personen, die aktiv an der Interaktion teilnehmen und an diesem Projekt mitarbeiten, haben eng zusammengearbeitet, um sicherzustellen, dass das Projekt erfolgreich abgeschlossen wird. Diese Gruppe setzt sich aus verschiedenen Menschen zusammen, die sich unterschiedlichen Geschlechtsidentitäten zuordnen können, einschließlich, aber nicht beschränkt auf Frauen, Männer, nicht-binäre Personen, geschlechtsqueere Individuen und viele weitere Identitäten.","Die Interagierenden arbeiteten eng zusammen, um das Projekt erfolgreich abzuschließen.","Die Personen, die aktiv an der Interaktion teilnehmen und an diesem Projekt mitarbeiten, haben eng zusammengearbeitet, um sicherzustellen, dass das Projekt erfolgreich abgeschlossen wird. Diese Gruppe setzt sich aus unterschiedlichen Menschen zusammen, die sich unterschiedlichen Geschlechtsidentitäten zuordnen können, einschließlich, aber nicht beschränkt auf Frauen, Männer, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, nicht-binäre Personen, viele weitere Identitäten. Diese Gruppe setzt sich aus unterschiedlichen Menschen zusammen, die in ihrer Tätigkeit und ihren Identitäten und Identitäten hat,"
"Die Wünsche der Kundinnen, Kunden und aller weiteren Personen, die unsere Dienstleistungen in Anspruch nehmen und sich zu unterschiedlichen Geschlechtsidentitäten bekennen oder keiner bestimmten Geschlechtsidentität zuordnen, stehen bei uns an erster Stelle und prägen maßgeblich unser Angebot.",Die Kund/inwünsche stehen bei uns an erster Stelle und prägen unser Angebot.,"Die Wünsche der Kundinnen, Kunden und aller weiteren Personen, die unsere Dienstleistungen in Anspruch nehmen und sich zu unterschiedlichen Geschlechtsidentitäten bekennen oder keiner bestimmten Geschlechtsidentität zuordnen, stehen bei uns an erster Stelle und prägen maßgeblich unser Angebot. Weibliche Angebot, die unsere Kunden und unsere Kunden, die in unserer Dienstleistungen anbieten, sind bei uns an erster Stelle und prägen maßgeblich unser Angebot."
"Die Person, die sich als einzelgängerisch identifiziert und es bevorzugt, eigenständig zu arbeiten, unabhängig davon, ob sie sich als Frau, Mann oder einer anderen Geschlechtsidentität zugehörig fühlt, entschied sich dafür, ihre Aufgaben alleine zu erledigen. Diese Entscheidung spiegelt wider, dass die betreffende Person in ihrer Individualität und ihrem Arbeitsstil Wert auf Selbstständigkeit legt, ohne Rücksicht auf gesellschaftliche Geschlechterrollen oder Erwartungen.","Die einzelgängerische Person bevorzugte es, allein zu arbeiten.","Die Person, die sich als einzelgängerisch identifiziert und es bevorzugt, eigenständig zu arbeiten, unabhängig davon, ob sie sich als Frau, Mann oder einer anderen Geschlechtsidentität zugehörig fühlt, entschied sich dafür, ihre Aufgaben alleine zu erledigen. Diese Entscheidungspiegelt wider, dass die betreffende Person in ihre Individualität und ihrem Arbeitsstil Wert auf Selbstständigkeit legt, ohne Rücksicht auf gesellschaftliche Geschlechterrollen oder Erwartungen."
"Die Person, die als Geograph oder Geographin arbeitet und die sich möglicherweise auch mit anderen Geschlechtsidentitäten identifiziert oder eine andere Bezeichnung für ihre berufliche Rolle wählt, erforschte die Veränderungen der Erdoberfläche. Diese Forschung schließt alle Aspekte ein, die mit der geographischen Analyse und der Untersuchung der dynamischen Prozesse, die die Erdoberfläche prägen, verbunden sind.",Dier GeographIn erforschte die Veränderungen der Erdoberfläche.,"Die Person, die als Geograph oder Geographin arbeitet und sich möglicherweise auch mit anderen Geschlechtsidentitäten identifiziert oder eine andere Bezeichnung für ihre berufliche Rolle wählt, erforschte die Veränderungen der Erdoberfläche. Diese Forschung schließt alle Aspekte ein, die mit der geographischen Analyse und der Untersuchung der dynamischen Prozesse, die die Erdoberfläche prägen, verbunden sind. Diese Forschung schließt alle Aspekte ein, die mit der geographischen Analyse und der Untersuchung der dynamischen Prozesse, die die Erdoberfläche prägen, verbunden sind."
"Die Person, die als Mediziner oder Medizinerin tätig ist und sich sowohl als Mann, Frau oder nicht-binär sowie mit einer anderen Geschlechtsidentität identifizieren kann, arbeitete unermüdlich daran, die bestmögliche medizinische Versorgung für die betroffene Person, unabhängig von deren Geschlechtsidentität oder persönlichen Hintergründen, sicherzustellen.","Dier MedizinerIn arbeitete unermüdlich, um die bestmögliche Versorgung der betroffenen Person sicherzustellen.","Die Person, die als Mediziner oder Medizinerin tätig ist und sich sowohl als Mann, Frau oder nicht-binär sowie mit einer anderen Geschlechtsidentität identifizieren kann, arbeitete unermüdlich daran, die bestmögliche medizinische Versorgung für die betroffenen Person, unabhängig von ihrer Geschlechtsidentität oder persönlichen Hintergründen, sicherzustellen."
